scenario,scheduler,n,workers,split_depth,abp_capacity,chase_log_capacity,steal_attempt_budget,elapsed_seconds_median,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_min,elapsed_seconds_max,speedup_median,speedup_mean,speedup_std,speedup_min,speedup_max,tasks_per_second_median,tasks_per_second_mean,tasks_per_second_std,tasks_per_second_min,tasks_per_second_max,successful_steals_median,successful_steals_mean,successful_steals_std,successful_steals_min,successful_steals_max,failed_steal_attempts_median,failed_steal_attempts_mean,failed_steal_attempts_std,failed_steal_attempts_min,failed_steal_attempts_max,steal_aborts_median,steal_aborts_mean,steal_aborts_std,steal_aborts_min,steal_aborts_max,idle_seconds_median,idle_seconds_mean,idle_seconds_std,idle_seconds_min,idle_seconds_max,load_stddev_median,load_stddev_mean,load_stddev_std,load_stddev_min,load_stddev_max,load_range_median,load_range_mean,load_range_std,load_range_min,load_range_max,abp_overflows_median,abp_overflows_mean,abp_overflows_std,abp_overflows_min,abp_overflows_max,chase_lev_resizes_median,chase_lev_resizes_mean,chase_lev_resizes_std,chase_lev_resizes_min,chase_lev_resizes_max,inline_overflow_tasks_median,inline_overflow_tasks_mean,inline_overflow_tasks_std,inline_overflow_tasks_min,inline_overflow_tasks_max
scaling,chaselev,13,16,6,4096,4,0,0.027102,0.026701666666666665,0.001388481304639474,0.025157,0.027846,1.317541141,1.339761949,0.07118428071572673,1.282338576,1.41940613,5769832.484687,5867142.797258,311733.24307591474,5615671.90979,6215923.997297,387.0,438.0,113.45042970390196,359,568,625.0,928.0,539.6007783537751,608,1551,23.0,23.666666666666668,10.016652800877813,14,34,1e-06,1.3333333333333332e-06,5.773502691896258e-07,1e-06,2e-06,943.736449,899.4602453333333,182.4890478529787,698.906993,1055.737294,3009.0,2976.3333333333335,542.7378126990354,2418,3502,0.0,0.0,0.0,0,0,25.0,25.333333333333332,0.5773502691896255,25,26,0.0,0.0,0.0,0,0
scaling,chaselev,14,1,6,4096,4,0,0.282896,0.2828916666666667,8.857953111939413e-05,0.282801,0.282978,0.75266529,0.7526768690000001,0.00023568492154351527,0.752447187,0.75291813,1084211.158871,1084227.8376836667,339.50310648649145,1083896.981391,1084575.372789,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,2.0,2.0,0.0,2,2,0.0,0.0,0.0,0,0
scaling,chaselev,14,2,6,4096,4,0,0.162668,0.16309933333333335,0.001340113925505339,0.162028,0.164602,1.308960582,1.305557451,0.010689327082534329,1.29358088,1.314130891,1885552.167605,1880649.9715043334,15397.93041929787,1863397.771595,1892999.975313,14.0,15.0,2.6457513110645907,13,18,4.0,5.333333333333333,2.3094010767585034,4,8,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1479.5,1428.8333333333333,375.5720081866237,1030.5,1776.5,2959.0,2857.6666666666665,751.1440163732474,2061,3553,0.0,0.0,0.0,0,0,4.0,4.0,0.0,4,4,0.0,0.0,0.0,0,0
scaling,chaselev,14,4,6,4096,4,0,0.099192,0.09714933333333335,0.004093024106126588,0.092437,0.099819,2.146604565,2.194399022666667,0.09469986691492559,2.133120949,2.303471554,3092174.772159,3161022.4856146667,136414.75642464167,3072751.680542,3318141.004143,74.0,79.33333333333333,17.616280348965084,65,99,35.0,29.333333333333332,10.692676621563628,17,36,1.0,1.6666666666666667,1.1547005383792517,1,3,0.0,0.0,0.0,0.0,0.0,4757.925828,4632.4074273333335,494.79861775831057,4086.93763,5052.358824,12138.0,11936.333333333334,1472.8911478223138,10373,13298,0.0,0.0,0.0,0,0,8.0,8.0,0.0,8,8,0.0,0.0,0.0,0,0
scaling,chaselev,14,8,6,4096,4,0,0.070439,0.06900333333333333,0.004290593937129606,0.064179,0.072392,3.022842459,3.093941300333333,0.1980153961006387,2.941291855,3.317689587,4354391.74321,4456809.322398666,285240.3379019619,4236918.444027,4779117.779959,198.0,213.66666666666666,28.005951748393297,197,246,132.0,127.66666666666667,36.69241520169166,89,162,6.0,5.333333333333333,4.041451884327381,1,9,0.0,0.0,0.0,0.0,0.0,3929.858281,5559.167679333333,3389.4326745672047,3292.058757,9455.586,11212.0,15374.0,8757.171004382637,9474,25436,0.0,0.0,0.0,0,0,16.0,16.0,0.0,16,16,0.0,0.0,0.0,0,0
scaling,chaselev,14,16,6,4096,4,0,0.05707,0.056966333333333334,0.0017318286096878466,0.055185,0.058644,3.730961977,3.7400629339999996,0.11406277399382468,3.630823273,3.858403552,5374434.904503,5387544.794598666,164306.9422605192,5230185.526226,5558013.953067,479.0,524.0,86.74675786448736,469,624,677.0,725.0,150.8409758653132,604,894,18.0,16.666666666666668,2.309401076758503,14,18,0.0,3.333333333333333e-07,5.773502691896258e-07,0.0,1e-06,2005.273282,2068.0931183333337,320.22081338798813,1783.93748,2415.068593,7420.0,7668.666666666667,1500.533682838654,6308,9278,0.0,0.0,0.0,0,0,28.0,27.666666666666668,0.5773502691896263,27,28,0.0,0.0,0.0,0,0
scaling,chaselev,15,1,7,4096,4,0,1.904199,1.9093176666666667,0.009497924053883201,1.903477,1.920277,0.697792615,0.6959333596666667,0.0034520792965249776,0.691950172,0.698057292,1295090.481615,1291639.7369773332,6406.997104562927,1284247.01228,1295581.717037,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,3.0,3.0,0.0,3,3,0.0,0.0,0.0,0,0
scaling,chaselev,15,2,7,4096,4,0,1.101918,1.1086673333333332,0.017006997569627983,1.096071,1.128013,1.205839273,1.1986849923333334,0.018248014759459162,1.177943871,1.212271833,2238015.89592,2224737.6803213335,33867.98516975967,2186242.534439,2249954.610605,18.0,19.333333333333332,3.214550253664318,17,23,2.0,2.6666666666666665,1.1547005383792515,2,4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,14246.0,13327.333333333334,4697.857100139736,8238.0,17498.0,28492.0,26654.666666666668,9395.714200279472,16476,34996,0.0,0.0,0.0,0,0,5.0,5.0,0.0,5,5,0.0,0.0,0.0,0,0
scaling,chaselev,15,4,7,4096,4,0,0.663867,0.669626,0.01934159292819489,0.653818,0.691193,2.001509338,1.9853872986666665,0.056691886128420105,1.92238058,2.032271978,3714765.156274,3684842.941774667,105219.11632467397,3567903.610135,3771860.058915,100.0,93.33333333333333,11.547005383792516,80,100,37.0,38.666666666666664,3.785938897200182,36,43,1.0,1.3333333333333333,1.5275252316519468,0,3,0.0,0.0,0.0,0.0,0.0,49035.254126,48886.13220533333,10071.93918138953,38740.460042,58882.682448,115514.0,123429.66666666667,22897.742035697174,105540,149235,0.0,0.0,0.0,0,0,9.0,9.0,0.0,9,9,0.0,0.0,0.0,0,0
scaling,chaselev,15,8,7,4096,4,0,0.535364,0.5307756666666666,0.0410652025239537,0.487609,0.569354,2.481930051,2.513564598,0.19753023596298352,2.333760718,2.725003025,4606417.316069,4665130.463276333,366612.54739558895,4331417.712003,5057556.361757,259.0,249.0,31.22498999199199,214,274,207.0,267.6666666666667,235.92442292677828,68,528,4.0,4.333333333333333,2.5166114784235836,2,7,0.0,3.333333333333333e-07,5.773502691896258e-07,0.0,1e-06,24319.56399,29101.678381,10206.412199970158,22164.317358,40821.153795,74073.0,91094.66666666667,34559.1400114837,68348,130863,0.0,0.0,0.0,0,0,17.0,17.0,0.0,17,17,0.0,0.0,0.0,0,0
